"","loan_amnt","term","int_rate","installment","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","purpose","title","earliest_cr_line","open_acc","total_acc","application_type","mort_acc","address"
"219",5800," 36 months",16.29,204.75,"","","OWN",18200,"Verified","Mar-2016","Fully Paid","debt_consolidation","Debt consolidation","Jun-2011",5,18,"INDIVIDUAL",0,"5926 Rodriguez Plains
Markborough, VA 22690"
"220",25900," 60 months",16.29,633.84,"Ferry Terminal Manager I","7 years","RENT",67000,"Not Verified","Mar-2016","Fully Paid","debt_consolidation","Debt consolidation","Mar-2001",17,21,"INDIVIDUAL",0,"3975 Martinez Gateway
Port Scott, WA 22690"
"221",8000," 36 months",12.69,268.36,"mill scheduler","10+ years","RENT",98000,"Not Verified","May-2015","Fully Paid","debt_consolidation","Debt consolidation","Apr-1988",10,16,"INDIVIDUAL",0,"7218 Jonathon Route
Wagnerland, MT 00813"
"222",25000," 60 months",12.49,562.33,"Director Information Technology","10+ years","RENT",170000,"Verified","Sep-2014","Fully Paid","major_purchase","Major purchase","Sep-1998",10,13,"INDIVIDUAL",0,"381 Garcia Hollow
West Oliviaport, AK 05113"
"223",7500," 36 months",24.08,294.57,"Site Manager","10+ years","MORTGAGE",90000,"Verified","Jul-2014","Charged Off","small_business","Business","May-2004",11,13,"INDIVIDUAL",2,"69401 Anderson Shoals Apt. 412
North Hailey, SD 86630"
"224",11000," 36 months",11.44,362.43,"Teacher","10+ years","RENT",87000,"Source Verified","Nov-2014","Fully Paid","credit_card","Credit card refinancing","Aug-1988",8,38,"INDIVIDUAL",1,"262 Heath Hill
West Brittany, WI 30723"
"225",18000," 36 months",12.12,598.89,"USAF","10+ years","RENT",74000,"Not Verified","Apr-2013","Fully Paid","debt_consolidation","Consolidation","Apr-1998",8,14,"INDIVIDUAL",0,"Unit 5221 Box 9962
DPO AP 30723"
"226",21000," 36 months",9.67,674.37,"Truck driver","10+ years","OWN",85000,"Verified","Feb-2014","Fully Paid","debt_consolidation","Debt consolidation","Apr-2000",11,39,"INDIVIDUAL",0,"0431 Sarah Cove Suite 904
Paceton, RI 22690"
"227",4550," 36 months",8.39,143.41,"Master Chief","10+ years","MORTGAGE",84000,"Source Verified","Jun-2016","Fully Paid","credit_card","Credit card refinancing","Mar-1994",11,30,"INDIVIDUAL",2,"1289 Melanie Shore Suite 059
New Angelatown, MI 30723"
"228",18000," 36 months",11.14,590.5,"Palm Springs Unified School District","2 years","MORTGAGE",42000,"Not Verified","Jun-2013","Fully Paid","debt_consolidation","Debt Consolidation","Aug-2004",16,24,"INDIVIDUAL",1,"7788 Michelle Keys
Port Nathan, OR 48052"
"229",35000," 36 months",12.99,1179.12,"Lawyer Partner","10+ years","MORTGAGE",350000,"Verified","Feb-2016","Fully Paid","home_improvement","Home improvement","Sep-1992",10,43,"INDIVIDUAL",2,"90980 Melissa Cliffs Suite 259
Port Angelica, IL 70466"
"230",15000," 36 months",12.99,505.34,"Operator","< 1 year","RENT",65000,"Not Verified","Mar-2014","Fully Paid","car","Car financing","Dec-1992",5,9,"INDIVIDUAL",0,"14623 Collins Heights Suite 803
Lake Angelburgh, WY 00813"
"231",10000," 36 months",13.05,337.19,"sperry rail","1 year","RENT",50000,"Not Verified","Aug-2013","Fully Paid","debt_consolidation","debt payment","Dec-2006",7,19,"INDIVIDUAL",0,"309 Emily Ridges
Donnahaven, ME 70466"
"232",10000," 36 months",13.98,341.68,"Billing Manager","10+ years","MORTGAGE",1e+05,"Not Verified","Aug-2014","Fully Paid","debt_consolidation","Debt consolidation","Nov-1998",20,38,"INDIVIDUAL",4,"858 Mendez Wall Suite 366
Port Shawn, NV 29597"
"233",15000," 36 months",18.25,544.17,"Bank of America","< 1 year","RENT",75000,"Source Verified","Apr-2012","Charged Off","other","	other","Oct-1997",8,26,"INDIVIDUAL",1,"38013 Bell Points Suite 050
Lake Laurenmouth, KY 11650"
"234",2000," 36 months",14.98,69.32,"Teacher","5 years","RENT",50000,"Not Verified","Jan-2014","Fully Paid","debt_consolidation","Debt Consolidation","Mar-1989",13,17,"INDIVIDUAL",0,"PSC 9860, Box 1451
APO AA 48052"
"235",3600," 36 months",19.52,132.92,"Police officer","8 years","RENT",110000,"Not Verified","Aug-2014","Fully Paid","debt_consolidation","Debt consolidation","Oct-1999",5,20,"INDIVIDUAL",0,"4616 Cameron Harbor Apt. 602
Marthashire, ID 70466"
"236",20000," 36 months",11.99,664.2,"Aviation Safety Inspector","6 years","MORTGAGE",98000,"Source Verified","Nov-2014","Fully Paid","debt_consolidation","Debt consolidation","Feb-1988",19,37,"INDIVIDUAL",12,"2390 Miller Burgs
New Steven, VA 29597"
"237",15000," 36 months",13.98,512.52,"Internet Sales","5 years","RENT",120000,"Not Verified","Oct-2014","Fully Paid","debt_consolidation","Debt consolidation","Nov-1993",11,39,"INDIVIDUAL",7,"5614 Garcia Trafficway
South Donnaville, WA 05113"
"238",8000," 36 months",13.98,273.35,"Manager","10+ years","MORTGAGE",85000,"Not Verified","Jun-2014","Fully Paid","debt_consolidation","Debt consolidation","Jun-1990",14,39,"INDIVIDUAL",2,"PSC 3147, Box 2767
APO AE 48052"
"239",24000," 36 months",17.57,862.49,"RN","10+ years","OWN",85000,"Source Verified","Apr-2014","Charged Off","debt_consolidation","Debt consolidation","Jul-1982",18,40,"INDIVIDUAL",2,"5009 Jenkins Mountains Apt. 440
Michaelmouth, RI 22690"
"240",12400," 36 months",16.59,439.57,"Sales / Design","10+ years","MORTGAGE",112000,"Source Verified","Mar-2014","Fully Paid","debt_consolidation","Debt consolidation","Dec-1984",8,38,"INDIVIDUAL",3,"772 Young Harbor
Port Brooke, LA 22690"
"241",15000," 36 months",11.26,492.95,"NFI Industries","< 1 year","RENT",140000,"Source Verified","May-2009","Fully Paid","credit_card","Lesson Learned Credit Cards","Nov-1995",10,31,"INDIVIDUAL",NA,"15616 Moran Overpass
New Beth, PA 70466"
"242",8500," 36 months",10.15,274.88,"postmaster","10+ years","MORTGAGE",70000,"Not Verified","May-2014","Fully Paid","debt_consolidation","Debt consolidation","Mar-1997",6,18,"INDIVIDUAL",3,"2856 Oneal Street
Lauraview, IN 70466"
"243",25000," 36 months",11.99,830.24,"Bottler","10+ years","RENT",1e+05,"Not Verified","Dec-2015","Fully Paid","debt_consolidation","Debt consolidation","Oct-1994",7,33,"INDIVIDUAL",3,"4196 Jones Plain Apt. 445
Tinaside, MN 70466"
"244",20000," 60 months",25.89,597.51,"Fairleigh Dickinson University","2 years","MORTGAGE",52000,"Verified","Jul-2013","Fully Paid","debt_consolidation","helful loan","Dec-1997",15,39,"INDIVIDUAL",0,"11591 Susan Inlet
Garrisonchester, NH 29597"
"245",22950," 60 months",17.57,577.43,"Office Administrator","10+ years","OWN",50000,"Source Verified","Oct-2014","Fully Paid","debt_consolidation","Debt consolidation","Jul-1998",9,22,"INDIVIDUAL",0,"0784 Lindsey Spur Apt. 315
Dawnview, MI 22690"
"246",15000," 36 months",11.14,492.08,"U.S. Postal Service","10+ years","MORTGAGE",53000,"Not Verified","Feb-2013","Fully Paid","debt_consolidation","consolidation","Nov-1992",8,25,"INDIVIDUAL",2,"5635 Jennifer Cove
New Hannahmouth, NM 00813"
"247",9000," 36 months",14.48,309.71,"","","OWN",25000,"Verified","Dec-2015","Charged Off","debt_consolidation","Debt consolidation","Dec-2003",4,9,"INDIVIDUAL",2,"691 Newman Spring Suite 120
East Kellyhaven, NJ 22690"
"248",15100," 36 months",21.99,576.6,"machinist","5 years","RENT",42000,"Source Verified","Jun-2015","Charged Off","debt_consolidation","Debt consolidation","Jun-2002",10,15,"INDIVIDUAL",1,"84532 Lopez Mission
Lake Anthonyton, NY 48052"
"249",30000," 36 months",12.12,998.15,"The Salvation Army","10+ years","MORTGAGE",95000,"Verified","Apr-2012","Fully Paid","home_improvement","Home Improvement","May-1991",5,10,"INDIVIDUAL",1,"001 Joshua Valleys
Jefferybury, AK 48052"
"250",11500," 60 months",23.99,330.77,"warehouse","< 1 year","RENT",36000,"Source Verified","Oct-2015","Charged Off","credit_card","Credit card refinancing","Oct-2011",6,6,"INDIVIDUAL",0,"7459 Deborah Fort
North Danaview, NC 86630"
"251",1200," 36 months",5.99,36.51,"Delta Nursing and Rehabilitation","< 1 year","RENT",21600,"Not Verified","Jun-2011","Fully Paid","other","Moving and Debt Consolidation","Nov-2000",10,35,"INDIVIDUAL",NA,"5751 John Groves Suite 100
New Gabrielborough, FL 05113"
"252",16000," 60 months",17.57,402.57,"sales","8 years","RENT",56000,"Source Verified","Feb-2014","Charged Off","debt_consolidation","Debt consolidation","Dec-2000",16,20,"INDIVIDUAL",0,"0506 Payne Common Apt. 233
West Wendy, WI 30723"
"253",4000," 36 months",15.61,139.86,"PUBLIC HEALTH NURSE","4 years","RENT",39500,"Not Verified","Jul-2014","Charged Off","debt_consolidation","Debt consolidation","Apr-1998",9,20,"INDIVIDUAL",0,"99148 Christina Forks
Lake Natalie, MT 22690"
"254",7475," 36 months",16.29,263.88,"OPERATION MANANGER ","10+ years","MORTGAGE",1e+05,"Not Verified","Oct-2014","Fully Paid","debt_consolidation","Debt consolidation","Apr-2001",8,32,"INDIVIDUAL",6,"Unit 8536 Box 6257
DPO AA 29597"
"255",9600," 36 months",11.49,316.53,"Manager","5 years","RENT",45000,"Verified","Aug-2016","Fully Paid","credit_card","Credit card refinancing","Sep-1999",6,16,"INDIVIDUAL",0,"0322 Connie View
North Kenneth, ID 30723"
"256",3500," 36 months",14.16,119.9,"BOOKKEEPER","< 1 year","OWN",39648,"Source Verified","Mar-2014","Fully Paid","other","Other","Nov-1999",6,14,"INDIVIDUAL",0,"11635 Christopher Isle Suite 957
Chavezville, OR 30723"
"257",8975," 36 months",14.65,309.59,"Accounting","7 years","RENT",36500,"Source Verified","Jun-2015","Fully Paid","debt_consolidation","Debt consolidation","Sep-2007",10,16,"INDIVIDUAL",0,"1031 Ruiz Brooks
Lake Mariofurt, NH 70466"
"258",19800," 36 months",14.47,681.25,"Personnel Specialist","7 years","MORTGAGE",47364,"Source Verified","Jan-2014","Fully Paid","debt_consolidation","Debt consolidation","Jul-2001",9,15,"INDIVIDUAL",2,"34572 David Lakes Apt. 357
East Tyler, AL 30723"
"259",2500," 36 months",10.74,81.54,"stevens point police department","10+ years","MORTGAGE",55000,"Not Verified","Jun-2012","Fully Paid","credit_card","credit reduction","Jan-1994",7,30,"INDIVIDUAL",4,"682 Kayla Forest Suite 032
West Ericafort, UT 00813"
"260",2000," 36 months",11.53,65.99,"Analyst Management","10+ years","MORTGAGE",102000,"Not Verified","Apr-2015","Fully Paid","home_improvement","Home improvement","Jan-2005",14,29,"INDIVIDUAL",2,"849 Gregory Fall
New Linda, FL 00813"
"261",7800," 36 months",11.55,257.4,"Kroger Co","10+ years","RENT",40000,"Not Verified","Jul-2013","Charged Off","debt_consolidation","consolidate bills","Jan-2007",7,13,"INDIVIDUAL",0,"Unit 8547 Box 2436
DPO AP 48052"
"262",2400," 36 months",8.67,75.96,"Regular city carrier","5 years","MORTGAGE",61500,"Not Verified","Dec-2014","Fully Paid","debt_consolidation","Debt consolidation","Jan-2010",12,20,"INDIVIDUAL",2,"59376 Tyler Mountain
West Nichole, VT 05113"
"263",15000," 36 months",13.11,506.21,"Capital Group","10+ years","RENT",66900,"Verified","Mar-2013","Fully Paid","debt_consolidation","My Payoff Loan","Mar-1987",11,15,"INDIVIDUAL",0,"0100 Singh Green Apt. 105
Garybury, MS 00813"
"264",8000," 36 months",12.49,267.6,"instructor","6 years","MORTGAGE",50000,"Source Verified","Mar-2014","Fully Paid","debt_consolidation","Debt consolidation","Aug-2008",10,15,"INDIVIDUAL",1,"389 Solis Key Suite 522
Sweeneyburgh, VA 22690"
"265",12500," 36 months",12.12,415.9,"JSC Transortation","2 years","RENT",45000,"Not Verified","Sep-2012","Charged Off","debt_consolidation","Debt Consol","Feb-1997",10,20,"INDIVIDUAL",1,"137 Jefferson Fork Suite 808
Hawkinsside, NV 70466"
"266",8000," 36 months",11.67,264.46,"Dental asst","10+ years","RENT",48000,"Not Verified","Jul-2014","Fully Paid","debt_consolidation","Debt consolidation","Apr-1998",4,21,"INDIVIDUAL",0,"640 Mary Heights
Lake Matthew, AL 48052"
"267",18000," 36 months",7.89,563.15,"truck driver","7 years","MORTGAGE",87000,"Verified","Mar-2015","Charged Off","debt_consolidation","Debt consolidation","Oct-1986",15,30,"INDIVIDUAL",2,"58512 James Crossroad Suite 006
Richardsonland, AK 30723"
"268",8000," 36 months",13.99,273.39,"RN","9 years","MORTGAGE",1e+05,"Verified","Jun-2016","Fully Paid","other","Other","Nov-2004",22,36,"INDIVIDUAL",3,"USS Clark
FPO AE 00813"
"269",9500," 36 months",7.62,296.04,"Cook County Government","3 years","OWN",37000,"Source Verified","Mar-2012","Fully Paid","home_improvement","Home renovation","Mar-2002",9,22,"INDIVIDUAL",0,"3268 Neal Port Apt. 997
Port Nicholasburgh, IA 30723"
"270",12000," 36 months",13.11,404.97,"ASRT","4 years","MORTGAGE",142000,"Not Verified","Jul-2012","Fully Paid","debt_consolidation","Consolidation1","Jul-1993",11,44,"INDIVIDUAL",7,"022 James Ways
Port Jonathan, PA 48052"
"271",10000," 36 months",11.14,328.06,"united states postal service","5 years","MORTGAGE",58000,"Source Verified","Dec-2012","Fully Paid","credit_card","cc refinance","Jul-1999",14,28,"INDIVIDUAL",1,"3636 Kelley Camp Apt. 787
Pamelaville, ME 70466"
"272",12000," 60 months",13.49,276.06,"Ag Teacher","2 years","MORTGAGE",61000,"Source Verified","Oct-2016","Fully Paid","debt_consolidation","Debt consolidation","Mar-2007",17,20,"INDIVIDUAL",1,"837 Stevens Shores Suite 778
South Gloria, TX 29597"
"273",24000," 36 months",8.59,758.63,"Owner ","10+ years","OWN",98000,"Not Verified","Jul-2016","Fully Paid","debt_consolidation","Debt consolidation","Aug-1989",23,49,"INDIVIDUAL",1,"59772 Hernandez Isle
Nancyberg, MN 70466"
"274",5825," 36 months",10.64,189.72,"Northwestern Medical Faculty Foundation","2 years","RENT",35000,"Not Verified","Jul-2013","Fully Paid","debt_consolidation","Pay Down the Cards","Oct-1999",9,15,"INDIVIDUAL",1,"210 Jones Ridge Suite 336
Kristinemouth, WA 00813"
"275",2850," 36 months",15.31,99.23,"Supervisor","2 years","RENT",57000,"Source Verified","Feb-2016","Fully Paid","credit_card","Credit card refinancing","Feb-1994",5,12,"INDIVIDUAL",1,"068 Peters Curve Apt. 810
Christopherfort, NH 70466"
"276",28000," 36 months",8.18,879.75,"Executive Director","2 years","MORTGAGE",250000,"Source Verified","Oct-2015","Fully Paid","debt_consolidation","Debt consolidation","Apr-1999",15,27,"INDIVIDUAL",4,"46182 Adam Centers Suite 528
Alexanderland, TX 30723"
"277",25000," 60 months",16.99,621.18,"General Manager","8 years","MORTGAGE",87000,"Verified","Mar-2015","Fully Paid","debt_consolidation","Debt consolidation","Oct-1995",20,31,"INDIVIDUAL",1,"43999 Mccoy Flat
Matthewmouth, AK 00813"
"278",12800," 36 months",9.16,408,"","","RENT",72000,"Verified","Mar-2016","Fully Paid","car","Car financing","Aug-2003",6,15,"INDIVIDUAL",1,"623 Kelly River
Port Nicoleshire, CT 05113"
"279",8000," 36 months",15.31,278.54,"","","RENT",22050,"Verified","Apr-2014","Fully Paid","debt_consolidation","Debt consolidation","Jul-2005",8,15,"INDIVIDUAL",0,"1630 Daniel Burgs
Russellland, CO 30723"
"280",11200," 60 months",13.33,256.74,"manager","4 years","MORTGAGE",65000,"Source Verified","Apr-2015","Fully Paid","credit_card","Credit card refinancing","Mar-1997",13,35,"INDIVIDUAL",0,"Unit 5995 Box 0595
DPO AA 30723"
"281",1000," 36 months",13.67,34.02,"Superfund Asset Management","< 1 year","RENT",50000,"Source Verified","Jul-2012","Fully Paid","debt_consolidation","Lowering My Interest Rate","May-2007",15,19,"INDIVIDUAL",0,"79864 Colin Isle
Jamesbury, KY 30723"
"282",24000," 60 months",23.28,680.44,"","","RENT",55007,"Verified","Jun-2013","Fully Paid","credit_card","My 5-year plan to being debt free!","Sep-2004",14,23,"INDIVIDUAL",0,"72473 Megan Drives
Port Jessicamouth, AL 22690"
"283",3900," 36 months",14.64,134.51,"electrician","10+ years","OWN",70000,"Not Verified","Apr-2014","Fully Paid","debt_consolidation","Debt consolidation","Dec-1993",8,20,"INDIVIDUAL",2,"536 Castro Inlet Suite 439
West Gina, AL 22690"
"284",15000," 36 months",7.69,467.91,"Electrician","3 years","MORTGAGE",90000,"Source Verified","Sep-2014","Charged Off","credit_card","Credit card refinancing","Jun-2002",12,19,"INDIVIDUAL",2,"8791 Harvey Circles Apt. 465
South Lauraview, KS 93700"
"285",3800," 36 months",18.25,137.86,"certified ophthal. assistant","10+ years","MORTGAGE",54000,"Verified","Mar-2015","Fully Paid","debt_consolidation","Debt consolidation","Jun-1990",16,56,"INDIVIDUAL",5,"441 Hoffman Lights
Sarahton, MD 22690"
"286",20000," 60 months",15.61,482.23,"sales support","10+ years","MORTGAGE",60000,"Source Verified","Oct-2014","Fully Paid","debt_consolidation","Debt consolidation","Apr-1988",18,40,"INDIVIDUAL",4,"8121 Heather Meadows
Scottside, MT 00813"
"287",21000," 36 months",6.03,639.15,"Toyota Tsusho","10+ years","OWN",495000,"Source Verified","May-2013","Fully Paid","house","home improvements","Jul-1982",5,26,"INDIVIDUAL",2,"6883 Miller Square
Valdezburgh, CT 29597"
"288",3600," 36 months",8.67,113.93,"Marketing Manager","< 1 year","OWN",80000,"Not Verified","Dec-2014","Fully Paid","debt_consolidation","Debt consolidation","Jun-1989",12,31,"INDIVIDUAL",3,"833 Joshua Garden
Harryfurt, CT 30723"
"289",18000," 60 months",14.98,428.03,"Programmer/Analyst","10+ years","MORTGAGE",83000,"Source Verified","Jan-2014","Fully Paid","debt_consolidation","Debt consolidation","Apr-1995",11,32,"INDIVIDUAL",3,"6135 Nelson Orchard Apt. 683
Port Hannah, LA 70466"
"290",3250," 60 months",11.99,72.28,"sarah tuxis","3 years","MORTGAGE",48000,"Verified","Jun-2011","Charged Off","car","buissness","Apr-2004",8,13,"INDIVIDUAL",NA,"3293 Miller Glen Apt. 905
Chapmantown, NV 70466"
"291",15000," 36 months",14.33,515.08,"BOCC-Polk County","10+ years","RENT",39000,"Not Verified","Apr-2013","Fully Paid","credit_card","Credit card refinancing","Nov-1998",6,21,"INDIVIDUAL",0,"PSC 3891, Box 4247
APO AA 30723"
"292",5000," 36 months",14.99,173.31,"Officer","9 years","MORTGAGE",59000,"Source Verified","Oct-2014","Fully Paid","other","Other","Oct-2002",8,29,"INDIVIDUAL",2,"38026 Louis Forks
Mooneyport, AR 70466"
"293",20000," 60 months",18.49,513.22,"Federal Public Defender","10+ years","MORTGAGE",130000,"Verified","Aug-2012","Fully Paid","credit_card","Card Card Payoff","Apr-1998",12,31,"INDIVIDUAL",5,"01524 Shaw Gardens Apt. 846
Lake Justin, WA 48052"
"294",6000," 36 months",17.57,215.63,"Correction Officer","10+ years","RENT",80000,"Source Verified","Apr-2014","Fully Paid","debt_consolidation","Debt consolidation","Aug-1997",5,22,"INDIVIDUAL",0,"563 Michael Cape Suite 406
Marshshire, NV 48052"
"295",24725," 60 months",25.44,732.11,"Chief Steward ","6 years","MORTGAGE",85000,"Not Verified","Jun-2016","Fully Paid","other","Other","Mar-2004",18,30,"INDIVIDUAL",2,"7801 Long Island Apt. 714
South Stephaniebury, IN 30723"
"296",12000," 60 months",13.99,279.16,"Quality Assurance Supervisior","10+ years","RENT",36000,"Source Verified","Jun-2015","Charged Off","credit_card","Credit card refinancing","Apr-1997",11,16,"INDIVIDUAL",0,"754 Clark Green Apt. 120
Juliaville, MO 48052"
"297",12000," 36 months",9.71,385.58,"State of CA","10+ years","MORTGAGE",96000,"Not Verified","Aug-2013","Fully Paid","home_improvement","Fix my House","Dec-1990",8,24,"INDIVIDUAL",6,"405 Reese Rapid Apt. 036
Davisshire, NJ 70466"
"298",30000," 36 months",16.2,1057.68,"GE","10+ years","MORTGAGE",75000,"Verified","Sep-2013","Fully Paid","credit_card","Credit Cards","Jun-1997",13,27,"INDIVIDUAL",4,"88600 Matthew Inlet
Erinborough, AL 00813"
"299",4000," 36 months",16.49,141.6,"front desk","1 year","MORTGAGE",41000,"Source Verified","Dec-2014","Fully Paid","home_improvement","Home improvement","May-1997",8,20,"INDIVIDUAL",0,"57499 Tiffany Wells Apt. 978
New Brianbury, DE 48052"
"300",15000," 36 months",15.61,524.48,"Contract Specialist","7 years","MORTGAGE",71500,"Source Verified","Feb-2015","Fully Paid","debt_consolidation","Debt consolidation","Oct-2003",9,30,"INDIVIDUAL",5,"589 Larry Roads Suite 021
Laurenberg, TN 22690"
"301",24000," 60 months",19.24,625.75,"Officer","10+ years","RENT",120000,"Source Verified","Jan-2015","Fully Paid","debt_consolidation","Debt consolidation","May-1994",14,28,"INDIVIDUAL",0,"9084 Michael Harbors
New Jonathan, AK 05113"
"302",23400," 36 months",24.11,919.41,"Sr. Desktop Technician","10+ years","RENT",65000,"Verified","Feb-2016","Charged Off","other","Other","Apr-1996",6,16,"INDIVIDUAL",4,"9568 Bowman Circle Suite 755
East Christopherhaven, SC 30723"
"303",27200," 60 months",23.99,782.34,"GM","2 years","RENT",72000,"Verified","Feb-2015","Charged Off","debt_consolidation","Debt consolidation","Apr-1992",9,49,"INDIVIDUAL",11,"4090 Sarah Islands Apt. 161
Wattsview, IL 70466"
"304",10000," 36 months",10.49,324.98,"Receiving clerk","2 years","MORTGAGE",95000,"Not Verified","Oct-2016","Fully Paid","debt_consolidation","Debt consolidation","Sep-2005",9,11,"INDIVIDUAL",1,"203 Travis Stream Suite 743
Michaelmouth, OH 70466"
"305",24000," 60 months",13.98,558.19,"Associate Attorney","4 years","RENT",85000,"Source Verified","Feb-2014","Fully Paid","credit_card","Credit card refinancing","Oct-1998",22,38,"INDIVIDUAL",0,"82177 Dean Valley Apt. 965
North George, IL 48052"
"306",15000," 36 months",11.99,498.15,"Consultant","10+ years","MORTGAGE",74600,"Not Verified","Oct-2013","Fully Paid","debt_consolidation","One Payment","Mar-1983",8,24,"INDIVIDUAL",3,"USNV Sims
FPO AA 29597"
"307",31300," 36 months",13.11,1056.28,"East Georgia Regional Medical Center","7 years","MORTGAGE",70000,"Verified","Dec-2012","Fully Paid","debt_consolidation","great consolidation","Mar-1985",12,24,"INDIVIDUAL",2,"0853 Friedman Crest
Alexabury, TX 05113"
"308",14400," 60 months",15.31,344.93,"ATPA","< 1 year","MORTGAGE",47500,"Verified","Mar-2013","Fully Paid","debt_consolidation","New beginning","Feb-1997",10,30,"INDIVIDUAL",1,"PSC 9254, Box 8532
APO AA 70466"
"309",12000," 36 months",15.8,420.71,"Newman Technology, Inc.","10+ years","MORTGAGE",90480,"Not Verified","Jun-2013","Fully Paid","debt_consolidation","Consolidation","Nov-1991",8,21,"INDIVIDUAL",1,"248 Kimberly Locks Apt. 015
Jamieville, VT 70466"
"310",11000," 36 months",13.98,375.85,"Supervisor","10+ years","MORTGAGE",65000,"Verified","Feb-2014","Fully Paid","debt_consolidation","Debt consolidation","Jun-2002",11,24,"INDIVIDUAL",4,"348 Barbara Ports
Perryburgh, CO 22690"
"311",10000," 36 months",14.99,346.61,"Vice President","3 years","RENT",95000,"Verified","Jan-2015","Fully Paid","debt_consolidation","Debt consolidation","Oct-1993",22,40,"INDIVIDUAL",4,"618 Michael Crest
Rickyview, TN 22690"
"312",20000," 36 months",13.33,677.07,"CPA","10+ years","MORTGAGE",85000,"Source Verified","Apr-2015","Fully Paid","home_improvement","Home improvement","Oct-1998",13,22,"INDIVIDUAL",4,"209 Heather Drives
Ronaldfurt, GA 48052"
"313",16000," 36 months",15.96,562.2,"New Hanover Regional Medical Center","10+ years","MORTGAGE",73000,"Verified","Jan-2012","Fully Paid","medical","medical expenses/credit card","Feb-2000",18,30,"INDIVIDUAL",NA,"89359 Deleon Mission Apt. 683
Lake Samantha, CO 48052"
"314",7625," 36 months",14.49,262.43,"cSr 1","10+ years","RENT",75000,"Source Verified","Oct-2014","Fully Paid","debt_consolidation","Debt consolidation","Nov-1999",7,14,"INDIVIDUAL",2,"Unit 6948 Box 9867
DPO AP 48052"
"315",8000," 36 months",7.69,249.55,"Fulfillment Manager","3 years","RENT",45000,"Not Verified","Oct-2014","Fully Paid","credit_card","Credit card refinancing","Nov-2004",19,30,"INDIVIDUAL",0,"3122 Frost Parks
Millerfurt, OH 05113"
"316",28500," 36 months",11.99,946.48,"longshoreman","10+ years","MORTGAGE",240000,"Source Verified","Mar-2014","Fully Paid","debt_consolidation","Debt consolidation","Nov-1997",12,26,"INDIVIDUAL",1,"724 Green Square
Riggston, NC 05113"
"317",18000," 36 months",13.11,607.45,"Del Norte County Unified School District","10+ years","MORTGAGE",88000,"Not Verified","Aug-2012","Fully Paid","debt_consolidation","debt consolidation","Apr-1995",14,25,"INDIVIDUAL",1,"920 Hardin Ville Suite 896
Austinfort, WV 30723"
"318",26375," 36 months",17.86,951.67,"Vice President","2 years","RENT",60000,"Not Verified","Nov-2014","Charged Off","debt_consolidation","Debt consolidation","May-2001",5,16,"INDIVIDUAL",2,"548 Brian Wall
Crossstad, HI 30723"
"319",20000," 36 months",10.49,649.96,"Manager of Engineering","10+ years","MORTGAGE",164732,"Source Verified","Jan-2015","Fully Paid","debt_consolidation","Debt consolidation","Apr-2002",10,20,"INDIVIDUAL",3,"73275 Smith Square Apt. 500
Anneland, TN 70466"
"320",9000," 36 months",12.69,301.91,"B Operater","9 years","RENT",85000,"Verified","Jul-2015","Fully Paid","debt_consolidation","Debt consolidation","Dec-2004",9,12,"INDIVIDUAL",0,"330 Diana Summit Apt. 989
Port Veronicaville, MT 00813"
"321",15000," 36 months",9.67,481.69,"E-5","10+ years","MORTGAGE",58164,"Source Verified","Feb-2014","Fully Paid","debt_consolidation","Debt consolidation","Apr-2003",9,33,"INDIVIDUAL",1,"141 Jennifer Club Suite 584
West Kevin, PA 00813"
"322",12500," 36 months",11.14,410.07,"Center for Employment Training","1 year","MORTGAGE",55000,"Not Verified","Oct-2012","Fully Paid","debt_consolidation","Clean-Up","Mar-2000",8,13,"INDIVIDUAL",0,"7391 Nancy Dale
Jacksonstad, MT 05113"
"323",8875," 36 months",18.24,321.93,"","","MORTGAGE",50000,"Source Verified","Nov-2014","Fully Paid","debt_consolidation","Debt consolidation","Oct-1985",7,18,"INDIVIDUAL",0,"698 Marshall Estate
Davidborough, MN 00813"
"324",10000," 36 months",5.32,301.15,"Staff Accountant","4 years","MORTGAGE",65000,"Not Verified","May-2015","Fully Paid","credit_card","Credit card refinancing","Jan-2005",13,57,"INDIVIDUAL",1,"8834 Martin Fork Suite 825
Medinatown, MI 29597"
"325",4000," 36 months",21.49,151.71,"Correctional Officer","10+ years","MORTGAGE",60000,"Source Verified","Jul-2016","Fully Paid","debt_consolidation","Debt consolidation","Jun-2003",5,23,"INDIVIDUAL",3,"08680 Kathy Junctions Suite 109
West Sydney, NY 05113"
"326",10000," 36 months",7.62,311.62,"CITY OF LA - FIRE AND POLICE PENSIONS","10+ years","MORTGAGE",85838,"Not Verified","Jan-2013","Fully Paid","debt_consolidation","DEBT CONSOLIDATION","Jul-1985",9,16,"INDIVIDUAL",3,"928 Atkins Ville Apt. 033
Smithhaven, MI 22690"
"327",20000," 60 months",9.99,424.85,"Teacher","10+ years","MORTGAGE",94000,"Not Verified","Nov-2015","Fully Paid","debt_consolidation","Debt consolidation","May-1978",11,25,"INDIVIDUAL",3,"93780 Jennings Row Apt. 643
Mitchellfort, MA 70466"
